"attr","m.statistic.S","m.p.value.S","m.statistic.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.p.value.B","m.statistic.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.p.value.W","m.statistic.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.p.value.C","m.statistic.C_InvDist","m.p.value.C_InvDist"
"AQI",0.749390228282792,0.001,0.749410587625655,0.001,0.750646391824017,0.001,0.748122879824851,0.001,0.74843702041855,0.001,0.748308453674128,0.001,0.750646391824017,0.001,0.748122879824851,0.001
