"attr","w","m.statistic.S","m.var.S","m.z.S","m.p.value.S","m.statistic.S_InvDist","m.var.S_InvDist","m.z.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.var.B","m.z.B","m.p.value.B","m.statistic.B_InvDist","m.var.B_InvDist","m.z.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.var.W","m.z.W","m.p.value.W","m.statistic.W_InvDist","m.var.W_InvDist","m.z.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.var.C","m.z.C","m.p.value.C","m.statistic.C_InvDist","m.var.C_InvDist","m.z.C_InvDist","m.p.value.C_InvDist"
"AQI",1,0.00155403803493954,0.155917280794171,0.00425097056761459,0.498304113215496,0.0015538441957599,0.155943164256064,0.00425008757417874,0.498304465475729,0.00531092293153475,1.82100426428903,0.00425097056761459,0.498304113215496,0.00398923706827311,1.02785320477904,0.00425008757417874,0.498304465475729,0.00265546146576738,0.455251066072259,0.00425097056761459,0.498304113215496,0.00265546146576738,0.455440250626144,0.00425008757417874,0.498304465475729,0.000906691193388469,0.0530749702254883,0.00425097056761459,0.498304113215496,0.00108506907918557,0.0760442144670794,0.00425008757417874,0.498304465475729
"AQI",2,0.00219774166545514,0.155857416459905,0.00601293467188742,0.49760120058502,0.00219154560766734,0.155883959135242,0.00599547200598446,0.497608167055204,0.0106218458630695,3.64061018187241,0.00601293467188742,0.49760120058502,0.00722474326236643,1.69412417032741,0.00599547200598446,0.497608167055204,0.00265546146576738,0.227538136367026,0.00601293467188742,0.49760120058502,0.00265546146576738,0.228865541125458,0.00599547200598446,0.497608167055204,0.00181338238677694,0.106109184253299,0.00601293467188742,0.49760120058502,0.00196512400363352,0.125337296360266,0.00599547200598446,0.497608167055204
"AQI",3,0.00245714988047064,0.155827484292772,0.00672331096685235,0.497317807198205,0.00245277091795742,0.155853885776583,0.00671076067710164,0.497322813926468,0.0132773073288369,4.54988876064948,0.00672331096685235,0.497317807198205,0.00887225877294515,2.03925745495235,0.00671076067710164,0.497322813926468,0.00265546146576738,0.181995550425979,0.00672331096685235,0.497317807198205,0.00265546146576738,0.18267691363663,0.00671076067710164,0.497322813926468,0.00226672798347117,0.132611007693075,0.00672331096685235,0.497317807198205,0.00241324681694665,0.150871477110706,0.00671076067710164,0.497322813926468
"AQI",4,0.00190330011323967,0.155887348627038,0.00520685421714847,0.497922775090953,0.00189962558715528,0.155913563544759,0.00519636491665917,0.497926959659799,0.00796638439730213,2.73098201641893,0.00520685421714847,0.497922775090953,0.00569646031685833,1.40203233235823,0.00519636491665917,0.497926959659799,0.00265546146576738,0.30344244626877,0.00520685421714847,0.497922775090953,0.00265546146576738,0.304668730999019,0.00519636491665917,0.497926959659799,0.0013600367900827,0.0795971717641032,0.00520685421714847,0.497922775090953,0.00154943234629731,0.103727309382226,0.00519636491665917,0.497926959659799
"AQI",5,0.00219774166545514,0.155857416459905,0.00601293467188742,0.49760120058502,0.00219721451827899,0.15588334241767,0.00601099249226342,0.497601975388586,0.0106218458630695,3.64061018187241,0.00601293467188742,0.49760120058502,0.0068384189129741,1.50996260709049,0.00601099249226342,0.497601975388586,0.00265546146576738,0.227538136367026,0.00601293467188742,0.49760120058502,0.00265546146576738,0.227685197380959,0.00601099249226342,0.497601975388586,0.00181338238677694,0.106109184253299,0.00601293467188742,0.49760120058502,0.00186004411018824,0.111712372736673,0.00601099249226342,0.497601975388586
"AQI",6,0.00269167283340979,0.155797552125639,0.00736572561306979,0.497061527197743,0.00269101502058195,0.15582350842446,0.0073633121688919,0.497062489996557,0.0159327687946043,5.45881775275014,0.00736572561306979,0.497061527197743,0.0101772784322272,2.22876380923042,0.0073633121688919,0.497062489996557,0.00265546146576738,0.151633826465282,0.00736572561306979,0.497061527197743,0.00265546146576738,0.151733243613941,0.0073633121688919,0.497062489996557,0.00272007358016541,0.159102642083431,0.00736572561306979,0.497061527197743,0.0027682110509046,0.164891827274126,0.0073633121688919,0.497062489996557
"AQI",7,0.00269167283340979,0.155797552125639,0.00736572561306979,0.497061527197743,0.00268181540234456,0.155824733654986,0.00733811078769282,0.497072543621425,0.0159327687946043,5.45881775275014,0.00736572561306979,0.497061527197743,0.0103956248009347,2.34142270221229,0.00733811078769282,0.497072543621425,0.00265546146576738,0.151633826465282,0.00736572561306979,0.497061527197743,0.00265546146576738,0.152777232629581,0.00733811078769283,0.497072543621425,0.00272007358016541,0.159102642083431,0.00736572561306979,0.497061527197743,0.00282760107691265,0.17322673052656,0.00733811078769282,0.497072543621425
"AQI",8,0.00219774166545514,0.155857416459905,0.00601293467188742,0.49760120058502,0.00219660701895134,0.155883408583397,0.00600932926089282,0.497602638909918,0.0106218458630695,3.64061018187241,0.00601293467188742,0.49760120058502,0.00679620055504243,1.49220170659563,0.00600932926089282,0.497602638909918,0.00265546146576738,0.227538136367026,0.00601293467188742,0.49760120058502,0.00265546146576738,0.227811249907901,0.00600932926089282,0.497602638909918,0.00181338238677694,0.106109184253299,0.00601293467188742,0.49760120058502,0.00184856075284907,0.110398358517444,0.00600932926089282,0.497602638909918
"AQI",9,0.00219774166545514,0.155857416459905,0.00601293467188742,0.49760120058502,0.00219734098029651,0.155883328641772,0.00601133872421143,0.497601837264518,0.0106218458630695,3.64061018187241,0.00601293467188742,0.49760120058502,0.00682233268430619,1.50269398228423,0.00601133872421143,0.497601837264518,0.00265546146576738,0.227538136367026,0.00601293467188742,0.49760120058502,0.00265546146576738,0.227658970404633,0.00601133872421143,0.497601837264518,0.00181338238677694,0.106109184253299,0.00601293467188742,0.49760120058502,0.0018556686697144,0.111174614172436,0.00601133872421143,0.497601837264518
"AQI",10,0.00269167283340979,0.155797552125639,0.00736572561306979,0.497061527197743,0.00269116935550871,0.155823487833923,0.0073637349556377,0.497062321333622,0.0159327687946043,5.45881775275014,0.00736572561306979,0.497061527197743,0.0101610738417654,2.22141693456712,0.0073637349556377,0.497062321333622,0.00265546146576738,0.151633826465282,0.00736572561306979,0.497061527197743,0.00265546146576738,0.151715820672164,0.00736373495563771,0.497062321333622,0.00272007358016541,0.159102642083431,0.00736572561306979,0.497061527197743,0.00276380341612381,0.164348279508782,0.0073637349556377,0.497062321333622
