"attr","m.statistic.S","m.p.value.S","m.statistic.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.p.value.B","m.statistic.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.p.value.W","m.statistic.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.p.value.C","m.statistic.C_InvDist","m.p.value.C_InvDist"
"AQI",-0.00274530061170255,0.874,-0.00274459575928635,0.86,-0.00278468569456344,0.8255,-0.00278291667892335,0.947,-0.00269521489054683,0.7865,-0.00269438597794074,0.803,-0.00278468569456344,0.834,-0.00278291667892335,0.95
