"attr","m.statistic.S","m.p.value.S","m.statistic.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.p.value.B","m.statistic.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.p.value.W","m.statistic.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.p.value.C","m.statistic.C_InvDist","m.p.value.C_InvDist"
"AQI",0.0667333668553941,0.057,0.066498530673133,0.065,0.063896400409425,0.068,0.0643199803141765,0.069,0.0698109920426747,0.06,0.0695172562848709,0.064,0.063896400409425,0.052,0.0643199803141765,0.058
