"attr","m.statistic.S","m.p.value.S","m.statistic.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.p.value.B","m.statistic.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.p.value.W","m.statistic.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.p.value.C","m.statistic.C_InvDist","m.p.value.C_InvDist"
"AQI",-0.0173661796722993,0.833,-0.0173489767438723,0.807,-0.0177311181697894,0.833,-0.0176285565036287,0.829,-0.0168869324434047,0.706,-0.0168682636307038,0.731,-0.0177311181697894,0.834,-0.0176285565036287,0.824
