"attr","m.statistic.S","m.p.value.S","m.statistic.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.p.value.B","m.statistic.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.p.value.W","m.statistic.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.p.value.C","m.statistic.C_InvDist","m.p.value.C_InvDist"
"AQI",-0.261710186799019,0.999,-0.263003300540779,0.999,-0.264537115084568,0.999,-0.265023143712392,0.999,-0.257988471828374,0.999,-0.259290416679475,0.999,-0.264537115084568,0.999,-0.265023143712392,0.999
