"attr","w","m.statistic.S","m.var.S","m.z.S","m.p.value.S","m.statistic.S_InvDist","m.var.S_InvDist","m.z.S_InvDist","m.p.value.S_InvDist","m.statistic.B","m.var.B","m.z.B","m.p.value.B","m.statistic.B_InvDist","m.var.B_InvDist","m.z.B_InvDist","m.p.value.B_InvDist","m.statistic.W","m.var.W","m.z.W","m.p.value.W","m.statistic.W_InvDist","m.var.W_InvDist","m.z.W_InvDist","m.p.value.W_InvDist","m.statistic.C","m.var.C","m.z.C","m.p.value.C","m.statistic.C_InvDist","m.var.C_InvDist","m.z.C_InvDist","m.p.value.C_InvDist"
"AQI",1,0.0120513392015432,0.186884917491736,0.0371674636484218,0.485175740462891,0.0122777956559932,0.187065523600936,0.0376593211850094,0.484979654982119,0.0478829224201274,2.95029151067611,0.0371674636484218,0.485175740462891,0.00672265979433209,0.05608351434765,0.0376593211850093,0.484979654982119,0.0159609741400425,0.327810167852901,0.0371674636484218,0.485175740462891,0.0162850664325781,0.329103136263739,0.0376593211850093,0.484979654982119,0.00897804795377389,0.103721185922207,0.0371674636484218,0.485175740462891,0.00992911687031725,0.122341611582638,0.0376593211850093,0.484979654982119
"AQI",2,0.00965091791298342,0.186884917491736,0.0316148130898418,0.48738961507886,0.0102782302174756,0.187065083361492,0.0330368815341507,0.486822588236263,0.0383454606979471,2.95029151067611,0.0316148130898418,0.48738961507886,0.00543923009403584,0.0523878905876,0.0330368815341507,0.486822588236263,0.012781820232649,0.327810167852901,0.0316148130898418,0.48738961507886,0.0136318765826474,0.329054126019023,0.0330368815341507,0.486822588236263,0.00718977388086509,0.103721185922207,0.0316148130898418,0.48738961507886,0.00803353924495212,0.114279909817571,0.0330368815341507,0.486822588236263
"AQI",3,0.00382514343530624,0.185880865405409,0.0196286587568765,0.492169800926261,0.00352305954679677,0.18606384812515,0.018903534166913,0.492459030094041,0.0175494064105553,3.91258782187497,0.0196286587568765,0.492169800926261,0.00216431779935981,0.0702205284555343,0.018903534166913,0.492459030094041,0.00438735160263883,0.244536738867185,0.0196286587568765,0.492169800926261,0.00404657066953178,0.245468794602288,0.018903534166913,0.492459030094041,0.00329051370197912,0.137551915612792,0.0196286587568765,0.492169800926261,0.003196616373845,0.153180354643638,0.018903534166913,0.492459030094041
"AQI",4,0.00250083691336798,0.183872761232754,0.01907780623695,0.492389518132818,0.00258522407317731,0.184059594917485,0.0192481473088315,0.492321574353529,0.0140522448080393,5.80547915573292,0.01907780623695,0.492389518132818,0.00191218522970035,0.100698267278936,0.0192481473088315,0.492321574353529,0.00234204080133988,0.16126330988147,0.01907780623695,0.492389518132818,0.00242412207412153,0.161834478156069,0.0192481473088315,0.492321574353529,0.00263479590150737,0.204098876568736,0.01907780623695,0.492389518132818,0.00282422600640846,0.219665055690301,0.0192481473088315,0.492321574353529
"AQI",5,1.56916965433597e-05,0.184876813319081,0.0120952148168239,0.49517482506852,1.45542020127705e-05,0.185044258005664,0.0120921700105246,0.495176039681662,8.04895712298702e-05,4.86431703689391,0.0120952148168239,0.49517482506852,9.40839055075115e-06,0.0773267024128153,0.0120921700105246,0.495176039681662,1.6097914245974e-05,0.194572681475756,0.0120952148168239,0.49517482506852,1.49246911795119e-05,0.194585073628337,0.0120921700105246,0.495176039681662,1.50917946056007e-05,0.171011145828301,0.0120952148168239,0.49517482506852,1.38958406639523e-05,0.168681893451124,0.0120921700105246,0.495176039681662
"AQI",6,-0.0481988202606872,0.186884917491736,-0.102203105670773,0.540702268651224,-0.0483533108959591,0.187054169502687,-0.102510333941437,0.540824194618849,-0.191505718384279,2.95029151067611,-0.102203105670773,0.540702268651224,-0.0246915841874878,0.048776751017304,-0.102510333941437,0.540824194618849,-0.0638352394614265,0.327810167852901,-0.102203105670773,0.540702268651224,-0.0640141440815656,0.327843702272019,-0.102510333941437,0.540824194618849,-0.0359073221970524,0.103721185922207,-0.102203105670773,0.540702268651224,-0.0364685455773835,0.106402503420724,-0.102510333941437,0.540824194618849
"AQI",7,0.00901021114829047,0.185880865405409,0.0316550987710782,0.487373551457332,0.00852852350746085,0.186064567616911,0.0305066609048042,0.487831490610581,0.0413380203803016,3.91258782187497,0.0316550987710782,0.487373551457332,0.0052054194691611,0.0693150339843512,0.0305066609048042,0.487831490610581,0.0103345050950754,0.244536738867185,0.0316550987710782,0.487373551457332,0.00979670455912638,0.245513851105173,0.0305066609048042,0.487831490610581,0.00775087882130654,0.137551915612792,0.0316550987710782,0.487373551457332,0.00768820970412655,0.151205092319722,0.0305066609048042,0.487831490610581
"AQI",8,-0.00385683096461153,0.183872761232754,0.00425128930715481,0.498303986057966,-0.0040737887303648,0.184059050921525,0.0037273610256159,0.498513001535762,-0.0216715982590637,5.80547915573292,0.00425128930715481,0.498303986057966,-0.0029981563847161,0.0996939348247524,0.0037273610256159,0.498513001535762,-0.00361193304317728,0.16126330988147,0.00425128930715481,0.498303986057966,-0.0038197517659588,0.16181935067619,0.0037273610256159,0.498513001535762,-0.00406342467357443,0.204098876568736,0.00425128930715481,0.498303986057966,-0.00442816475175977,0.217474186369096,0.0037273610256159,0.498513001535762
"AQI",9,-0.0155163066069058,0.183872761232754,-0.0229394064512323,0.509150696572619,-0.015519421402674,0.184038987363401,-0.022930322768391,0.509147073660438,-0.087186388601085,5.80547915573292,-0.0229394064512323,0.509150696572619,-0.010928813367791,0.0912651143922921,-0.022930322768391,0.509147073660438,-0.0145310647668475,0.16126330988147,-0.0229394064512323,0.509150696572619,-0.0145274175111084,0.161263328570406,-0.022930322768391,0.509147073660438,-0.0163474478627034,0.204098876568736,-0.0229394064512323,0.509150696572619,-0.0161414482515047,0.199087402169809,-0.022930322768391,0.509147073660438
"AQI",10,0.126517371262393,0.183872761232754,0.308292858263969,0.378929749928669,0.124977307339649,0.184040366301406,0.304567014511626,0.380347972853671,0.710903243608331,5.80547915573292,0.308292858263969,0.378929749928669,0.0885392655824393,0.0923682238314917,0.304567014511626,0.380347972853671,0.118483873934722,0.16126330988147,0.308292858263969,0.378929749928669,0.117002117220135,0.161301424684902,0.304567014511626,0.380347972853671,0.133294358176562,0.204098876568736,0.308292858263969,0.378929749928669,0.130769181019882,0.201493745426174,0.304567014511626,0.380347972853671
